"Project ID","Cancer Type","Data Source","Accession No.",Country,"Sample ID","Sample Type","Construction Protocol","Transcriptome Analysis","Metabolic Profile"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-10-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HNSCC-087,"Head and Neck Squamous Cell Carcinoma","NCBI (GEO)",GSE243359,USA,HNSCC-087-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HNSCC-087,"Head and Neck Squamous Cell Carcinoma","NCBI (GEO)",GSE243359,USA,HNSCC-087-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
APA-089,"Aldosterone Producing Adenoma","NCBI (GEO)",GSE242404,JPN,APA-089-01-1G,Tumour,"BD Rhapsody","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
APA-089,"Aldosterone Producing Adenoma","NCBI (GEO)",GSE242404,JPN,APA-089-02-1G,Tumour,"BD Rhapsody","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-01-1H,Tumour,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-02-1H,Tumour,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-03-1H,Tumour,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-04-1H,Tumour,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-05-1H,Normal,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-06-1H,Normal,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-07-1H,Normal,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-08-1H,Normal,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-090,"Hepatocellular Cancer","NCBI (GEO)",GSE242889,CHN,HCC-090-09-1H,Normal,GEXSCOPE,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-11-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-12-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-13-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-14-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-15-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-16-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-17-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-18-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-19-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-20-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-21-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-091,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE242230,USA,PDAC-091-22-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-11-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-12-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-13-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-14-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-15-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-16-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-17-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-18-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-19-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-20-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-21-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-22-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-23-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-24-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-25-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUSC-092,"Lung Squamous Cell Carcinoma","NCBI (SRA)",PRJNA976462,CHN,LUSC-092-26-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-11-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GEA-093,"Gastro-esophageal Adenocarcinoma","NCBI (SRA)",PRJNA1052389,CAN,GEA-093-12-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
